,title,paragraph,news_list,event_timestamp
175,omicron symptom different covid variant,here know far omicron symptom reported mild coldlike,Environmental,2021-12-19T23:19:00Z
176,restriction could way emergency cobra meeting held update,health secretary sajid javid say guarantee following sobering analysis scientific adviser warning threat omicron,Environmental,2021-12-19T23:13:00Z
177,rise omicron variant mean northeastern boston whole,sense normalcy approaching omicron variant raising concern across world appears postcovid day wait omicron many mutation may make vaccine le effective variant according new york time sparked question mind student,Environmental,2021-12-19T23:06:00Z
178,editorial good news omicron severity,sign still point omicron variant milder form covid,Commodities,2021-12-19T23:06:00Z
179,fauci say omicron variant raging around world,white house top medical adviser say covid omicron variant raging around world,Commodities,2021-12-19T22:57:00Z
180,covid omicron variant netherlands reimposes strict lockdown uk mull new measure,london uk december ani across europe looming sense dread surge covid omicron variant case forcing netherlands sunday reimpose strict lockdown uk mulling new restrictive measure contain virus,Environmental,2021-12-19T22:57:00Z
181,ontario imposing new restriction,toronto response rapidlyspreading omicron variant ontario government applying additional public health workplace safety measure including capacity social gathering limit measure designed help curb transmission continue safeguard ontario hospital icu capacity province,Compliance,2021-12-19T22:55:00Z
182,infection soar europe country bid slow march omicron,denmark became first eu country lift restriction three month ago emergence omicron seen europe revert tougher rule case hospitalisation rise,Delays,2021-12-19T22:44:00Z
183,bring fresh covid restriction omicron hospitalisation go roof expert demand,expert called government introduce fresh restriction covid hospitalisation fuelled omicron variant go quotthrough roofrdquo,Supplier Market,2021-12-19T22:38:00Z
184,first case omicron variant detected indiana,indiana confirmed first case omicron variant state official announced sunday,Commodities,2021-12-19T22:31:00Z
185,fauci say omicron variant raging around world,covid omicron variant raging around world white house top medical adviser said sunday president joe biden prepares issue stark warning winter look like unvaccinated american,Environmental,2021-12-19T22:30:00Z
186,super saturday set lure lastminute shopper u,u retailer opened door saturday hope swarm shopper searching lastminute holiday gift despite surging case coronavirus including new highlycontagious omicron variant,Environmental,2021-12-19T22:28:00Z
187,eurusd stumbled turkish currency turmoil omicron spike despite le dovish ecb hold,eurusd may plunge europe may go omicron lockdown slow spread,Compliance,2021-12-19T22:10:00Z
188,twitter pdchina omicron,another omicron case recorded britain biggest daily increase since covid variant detected country taking total omicron case found country uk health security agency ukhsa said sunday,Environmental,2021-12-19T22:00:00Z
189,ballad ceo sheer number omicron case likely increase hospitalization death,ceo ballad health published string tweet sunday outlining expectation omicron variant citing concern cancelled elective surgery,Financial Health,2021-12-19T21:59:00Z
190,omicron variant uk may forced omicron lockdown london declares major incident,omicron india omicron case india omicron case india coronavirus latest news coronavirus update covid recent news omicron symptom omicron severity covid vaccination covid news covid case corona live tracker covid live news coronavirus information covid latest information,Financial Health,2021-12-19T21:53:00Z
191,rampedup covid precaution return hampering border crossing holiday gathering,ontario federal government made dramatic move friday slow spread omicron variant ontario putting person cap indoor social,Commodities,2021-12-19T21:52:00Z
192,omicron may sideline two leading drug covid ap news,washington ap strained u hospital brace new surge covid case caused fastspreading omicron variant doctor warning yet another challenge two standard drug theyve used fight infection unlikely work new strain,Commodities,2021-12-19T21:51:00Z
193,covid case breaking record alltime surge country known biggest omicron outbreak,case skyrocketed country heavy omicron caseloads one expert said mean bad winter inevitable u,Delays,2021-12-19T21:51:00Z
194,modi govt shouldnt believe jugaad bandaid solution sustain economic revival,new omicron variant set clock back dampen spirit modi govt would nave believe rbi plan recovery indian economy,Supplier Market,2021-12-19T21:48:00Z
195,delhi report covid case highest singleday rise since june,rise daily case come amid omicron scare delhi total number patient infected latest variant coronavirus jumped friday reach,Delays,2021-12-19T21:45:00Z
196,omicron may interrupt use top drug covid,rapidlyspreading omicron variant may soon leave u doctor without two standard treatment theyve used fight covid,Environmental,2021-12-19T21:45:00Z
197,omicron news update maharashtra report six omicron case state tally,six person tested positive omicron variant coronavirus maharashtra sunday raising state tally case health department said two patient history travel tanzania two others returned england one middle east five fully vaccinated two patient woman another new patient fiveyearold boy junnar pune district said statement,Environmental,2021-12-19T21:40:00Z
198,new spiderman film break box office record historic moment box office recovery,film success come rapidly spreading omicron variant cause lockdown closure europe u,Commodities,2021-12-19T21:37:00Z
199,fauci anticipate extent mutation omicron,dr anthony fauci sunday said biden administration expected covid mutate unprepared extent mutation found omicron variant,Commodities,2021-12-19T21:34:00Z
200,worried rise omicron variant,nbc news medical contributor dr nahid bhadelia join sunday today address concern omicron variant doubling rate infection ahead holiday bhadelia discus effectiveness vaccine omicron reminds viewer boosted vaccinated otherwise healthy really well protected severe disease however precaution still warranted case count soar,Commodities,2021-12-19T21:29:00Z
201,christmas cancelled ten thousand australian,soaring infection rate serious delay covid test see thousand australian forced cancel christmas plan omicron variant well march,Financial Health,2021-12-19T21:21:00Z
202,omicron variant west find yet another reason keep african,thanks omicron variant harder ever african travel even though public health expert say restriction make sense,Compliance,2021-12-19T21:20:00Z
